3.333333134651184082e-01,3.333333134651184082e-01,3.333333134651184082e-01
3.330370485782623291e-01,3.334814906120300293e-01,3.334814906120300293e-01
3.329742252826690674e-01,3.335059285163879395e-01,3.335198760032653809e-01
3.331444859504699707e-01,3.334238529205322266e-01,3.334316611289978027e-01
3.333135247230529785e-01,3.333424329757690430e-01,3.333440423011779785e-01
3.333697915077209473e-01,3.333317339420318604e-01,3.332984745502471924e-01
3.333665132522583008e-01,3.333603739738464355e-01,3.332731425762176514e-01
3.333062231540679932e-01,3.334275186061859131e-01,3.332662880420684814e-01
3.332382738590240479e-01,3.334975540637969971e-01,3.332642018795013428e-01
3.332121372222900391e-01,3.335561156272888184e-01,3.332317173480987549e-01
3.332194387912750244e-01,3.336014151573181152e-01,3.331791460514068604e-01
3.332810997962951660e-01,3.336117565631866455e-01,3.331071436405181885e-01
3.333874940872192383e-01,3.335889875888824463e-01,3.330235183238983154e-01
3.335210084915161133e-01,3.335441350936889648e-01,3.329349458217620850e-01
3.336581885814666748e-01,3.335021138191223145e-01,3.328397274017333984e-01
3.338216543197631836e-01,3.334439098834991455e-01,3.327344655990600586e-01
3.339957892894744873e-01,3.333837091922760010e-01,3.326205015182495117e-01
3.341911435127258301e-01,3.333098590373992920e-01,3.324989974498748779e-01
3.343925774097442627e-01,3.332357406616210938e-01,3.323716819286346436e-01
3.345909416675567627e-01,3.331591188907623291e-01,3.322499394416809082e-01
3.347845971584320068e-01,3.330897986888885498e-01,3.321256637573242188e-01
3.349752128124237061e-01,3.330237269401550293e-01,3.320010602474212646e-01
3.351613879203796387e-01,3.329553306102752686e-01,3.318832516670227051e-01
3.353292346000671387e-01,3.329006433486938477e-01,3.317701816558837891e-01
3.355054557323455811e-01,3.328396677970886230e-01,3.316548168659210205e-01
3.356831967830657959e-01,3.327698111534118652e-01,3.315469920635223389e-01
3.358642160892486572e-01,3.326954543590545654e-01,3.314402699470520020e-01
3.360647857189178467e-01,3.326119482517242432e-01,3.313232660293579102e-01
3.362700045108795166e-01,3.325215876102447510e-01,3.312084078788757324e-01
3.365174829959869385e-01,3.324071466922760010e-01,3.310754001140594482e-01
3.367842137813568115e-01,3.322821259498596191e-01,3.309336304664611816e-01
3.370391428470611572e-01,3.321681916713714600e-01,3.307926952838897705e-01
3.373003602027893066e-01,3.320520222187042236e-01,3.306475877761840820e-01
3.375345170497894287e-01,3.319509625434875488e-01,3.305145502090454102e-01
3.377801775932312012e-01,3.318400084972381592e-01,3.303797543048858643e-01
3.380225598812103271e-01,3.317227661609649658e-01,3.302546441555023193e-01
3.382614254951477051e-01,3.316036164760589600e-01,3.301349580287933350e-01
3.385298848152160645e-01,3.314705491065979004e-01,3.299995064735412598e-01
3.387808203697204590e-01,3.313380479812622070e-01,3.298811316490173340e-01
3.390441834926605225e-01,3.311972916126251221e-01,3.297585248947143555e-01
3.393038511276245117e-01,3.310630321502685547e-01,3.296330869197845459e-01
3.395743370056152344e-01,3.309273719787597656e-01,3.294983208179473877e-01
3.398296535015106201e-01,3.308034837245941162e-01,3.293668329715728760e-01
3.400735855102539062e-01,3.306897580623626709e-01,3.292366266250610352e-01
3.403288722038269043e-01,3.305667042732238770e-01,3.291043937206268311e-01
3.406146168708801270e-01,3.304280936717987061e-01,3.289572894573211670e-01
3.408973515033721924e-01,3.302810788154602051e-01,3.288215398788452148e-01
3.411672413349151611e-01,3.301406204700469971e-01,3.286921977996826172e-01
3.414227664470672607e-01,3.300031423568725586e-01,3.285740613937377930e-01
3.416588604450225830e-01,3.298822939395904541e-01,3.284589052200317383e-01
3.418943881988525391e-01,3.297694325447082520e-01,3.283361196517944336e-01
3.421190083026885986e-01,3.296552896499633789e-01,3.282257318496704102e-01
3.423653542995452881e-01,3.295263648033142090e-01,3.281083106994628906e-01
3.426222801208496094e-01,3.293867707252502441e-01,3.279909491539001465e-01
3.429076969623565674e-01,3.292335271835327148e-01,3.278587460517883301e-01
3.431742191314697266e-01,3.290805816650390625e-01,3.277452588081359863e-01
3.434421122074127197e-01,3.289305567741394043e-01,3.276272714138031006e-01
3.437103033065795898e-01,3.287877142429351807e-01,3.275020122528076172e-01
3.439483940601348877e-01,3.286631107330322266e-01,3.273884356021881104e-01
3.441711664199829102e-01,3.285457789897918701e-01,3.272829949855804443e-01
3.443653285503387451e-01,3.284556567668914795e-01,3.271789550781250000e-01
3.445686399936676025e-01,3.283610939979553223e-01,3.270702958106994629e-01
3.447837531566619873e-01,3.282572329044342041e-01,3.269590437412261963e-01
3.449825346469879150e-01,3.281580209732055664e-01,3.268594741821289062e-01
3.451826274394989014e-01,3.280535638332366943e-01,3.267637789249420166e-01
3.453712165355682373e-01,3.279595673084259033e-01,3.266691863536834717e-01
3.455891311168670654e-01,3.278439342975616455e-01,3.265669047832489014e-01
3.458012640476226807e-01,3.277355730533599854e-01,3.264631032943725586e-01
3.460196852684020996e-01,3.276352882385253906e-01,3.263450562953948975e-01
3.462305068969726562e-01,3.275318443775177002e-01,3.262376785278320312e-01
3.464467227458953857e-01,3.274343609809875488e-01,3.261189162731170654e-01
3.466744720935821533e-01,3.273247182369232178e-01,3.260007798671722412e-01
3.469047546386718750e-01,3.272199332714080811e-01,3.258753120899200439e-01
3.471611142158508301e-01,3.271023929119110107e-01,3.257364928722381592e-01
3.474431335926055908e-01,3.269762098789215088e-01,3.255806565284729004e-01
3.477209210395812988e-01,3.268437385559082031e-01,3.254353106021881104e-01
3.480082750320434570e-01,3.266996741294860840e-01,3.252920508384704590e-01
3.482716083526611328e-01,3.265599906444549561e-01,3.251683712005615234e-01
3.485684692859649658e-01,3.264019191265106201e-01,3.250295817852020264e-01
3.488744497299194336e-01,3.262325227260589600e-01,3.248930871486663818e-01
3.491751253604888916e-01,3.260630965232849121e-01,3.247618079185485840e-01
3.494477272033691406e-01,3.259168565273284912e-01,3.246354460716247559e-01
3.496832549571990967e-01,3.257996737957000732e-01,3.245170712471008301e-01
3.499096035957336426e-01,3.256864249706268311e-01,3.244039714336395264e-01
3.501256108283996582e-01,3.255820572376251221e-01,3.242923617362976074e-01
3.503502011299133301e-01,3.254760503768920898e-01,3.241738080978393555e-01
3.505799472332000732e-01,3.253606557846069336e-01,3.240593671798706055e-01
3.508295714855194092e-01,3.252408802509307861e-01,3.239296078681945801e-01
3.511029183864593506e-01,3.251078128814697266e-01,3.237892687320709229e-01
3.513653278350830078e-01,3.249776363372802734e-01,3.236570656299591064e-01
